name,pin,joined,address_postcode,address_county,address_country,profession,field_of_practice_when_joined_register,have_specialist_qualification_approved_by_nmc,specialist_qualification,date_registration_to_nmc,country_of_initial_training,date_of_qualification,country_of_initial_registration,nationality,diversity_gender,diversity_ethnicity,diversity_religion
"Beltran-Chairez, Guadalupe",46U1857V,2019-12-29 02:43:33,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,FALSE,RPHN: Specialist community public health nurse,testdate2,Scotland,testdate2,England,Other,Female,NA,Christian
"Mosqueda, Brandon",28L0811W,2019-11-28 09:03:49,testpostcode1,N-on-existent,Wales,Midwife,Mental health,FALSE,"RN8: Children's nurse, level 1",testdate2,Scotland,testdate1,England,British,Other,NA,Muslim
"Mathukumilli, Randy",14I5902P,2019-08-09 17:36:29,testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,RM: Midwife,testdate1,Scotland,testdate1,Wales,Other,Other,NA,Christian
"Pasillas-Acevedo, Jorge",38G9371D,2019-03-01 19:23:11,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Mental health,FALSE,RSN: School nurse,testdate2,Outside UK,testdate1,England,Other,Male,NA,Sikh
"el-Sader, Fat'hiyaa",12V1243C,2019-07-20 07:39:49,testpostcode1,N-on-existent,Northern Ireland,Midwife,Mental health,TRUE,ROH: Occupational health nurse,testdate2,Wales,testdate1,Northern Ireland,British,Female,NA,Jewish
"el-Akbar, Kamaaluddeen",42Y3872J,2019-03-16 03:24:57,testpostcode2,Nonexistentland,Scotland,Midwife,Adult,TRUE,"RNMH: Mental health nurse, level 1",testdate2,Outside UK,testdate2,Northern Ireland,Other,Male,NA,Other religion
"Arguello, Christopher",49L2991Z,2019-11-17 20:03:51,testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Adult,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate1,Scotland,testdate1,Scotland,British,Other,NA,Jewish
"Ramesh, Chiara",21J9663J,2019-02-08 17:26:15,testpostcode1,N-on-existent,Scotland,Nurse,Mental health,FALSE,SPA: Specialist practitioner: Adult nursing,testdate2,Wales,testdate2,Northern Ireland,British,Female,NA,Muslim
"el-Abdallah, Hilmiyya",44M5961R,2019-04-12 15:54:41,testpostcode2,N-on-existent,Wales,Nurse,Adult,TRUE,"RN2: Adult nurse, level 2",testdate2,Northern Ireland,testdate2,Wales,British,Female,NA,Muslim
"Fluckes, Edward",87O8279A,2019-03-19 20:45:52,testpostcode2,N-on-existent,Wales,Nurse,Adult,TRUE,"RN9: Fever nurse, level 2",testdate2,Scotland,testdate1,Scotland,Other,Other,NA,Other religion
"Minardi, Cassidy",15G1924S,2019-11-27 03:27:18,testpostcode2,Nonexistentland,Northern Ireland,Midwife,Adult,FALSE,RSN: School nurse,testdate1,England,testdate1,England,British,Female,NA,Jewish
"Loza-Lopez, Justine",39E7280E,2019-05-07 19:40:09,testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,"NAR: Nursing associate",testdate1,Wales,testdate1,Northern Ireland,British,Male,NA,Muslim
"Jacket, Shay",83U7337M,2019-10-19 20:41:12,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,V200: Nurse independent prescriber (extended formulary),testdate2,Wales,testdate1,Northern Ireland,Other,Male,NA,Buddhist
"Baylon, Jose",45R5299Q,2019-04-03 18:25:58,testpostcode1,Nonexistentland,England,Nurse & Midwife,Mental health,FALSE,SPA: Specialist practitioner: Adult nursing,testdate1,Scotland,testdate2,England,British,Female,NA,No religion
"al-Allam, Naaif",06K2391H,2019-07-30 13:18:08,testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Adult,TRUE,SN: School nurse,testdate1,England,testdate2,Wales,Other,Female,NA,No religion
"Leamons, Nicholas",33B9253I,2019-10-14 23:04:15,testpostcode1,Nonexistentland,Wales,Nurse,Mental health,FALSE,FHN: Family health nurse,testdate2,Northern Ireland,testdate2,England,British,Female,NA,Religion not stated
"Herrera, Charles",14V7969X,2019-04-23 03:02:19,testpostcode2,N-on-existent,Scotland,Nurse,Mental health,TRUE,"RNC: Children's nurse, level 1",testdate1,Northern Ireland,testdate1,England,British,Other,NA,Muslim
"Daniel, Kenneth",03K1915F,2019-07-20 10:55:48,testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,Scotland,testdate1,Scotland,Other,Other,NA,Christian
"Luna Jr, Craig",14N4374D,2019-10-26 15:47:26,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,TRUE,RM: Midwife,testdate1,Outside UK,testdate2,Scotland,British,Female,NA,No religion
"Tieman, Brian",39Z7830V,2019-07-21 09:19:33,testpostcode2,Nonexistentshire,England,Nurse & Midwife,Adult,TRUE,"RNMH: Mental health nurse, level 1",testdate2,Northern Ireland,testdate1,Northern Ireland,British,Other,NA,No religion
"Trafton, Olivia",95O6061X,2019-11-20 05:38:27,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Scotland,testdate1,Northern Ireland,British,Female,NA,Hindu
"Penny, Cedrick",34S4232O,2019-03-14 13:48:28,testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Scotland,testdate2,Scotland,Other,Other,NA,Other religion
"Larson, Elly",78Y7153S,2019-12-17 00:01:47,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,"RN6: Learning disabilities nurse, level 2",testdate2,Scotland,testdate1,Scotland,British,Male,NA,Other religion
"Lira, Nickolas",85T3492Z,2019-12-05 12:03:53,testpostcode2,Nonexistentshire,England,Nurse,Adult,TRUE,SN: School nurse,testdate1,Scotland,testdate1,Wales,British,Male,NA,Buddhist
"Gann, Christopher",00S1002Q,2019-11-28 00:57:48,testpostcode1,Nonexistentland,Scotland,Nurse,Mental health,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,Northern Ireland,testdate1,Northern Ireland,British,Other,NA,Hindu
"Gutierrez, Pedro",93C6489K,2019-10-23 01:15:15,testpostcode1,N-on-existent,England,Nurse & Midwife,Adult,FALSE,FHN: Family health nurse,testdate1,Outside UK,testdate2,England,British,Male,NA,Buddhist
"Alger, Mason",60O3142I,2019-10-13 02:41:18,testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,V200: Nurse independent prescriber (extended formulary),testdate1,Northern Ireland,testdate1,Scotland,Other,Female,NA,Other religion
"Gregg, Tyrelle",60Y3655Q,2019-07-26 01:07:50,testpostcode2,Nonexistentshire,England,Nurse & Midwife,Adult,FALSE,SPDN: Specialist practitioner: District nursing,testdate1,England,testdate1,Scotland,British,Female,NA,Muslim
"Richy, Rebecca",58M1254M,2019-01-11 09:01:09,testpostcode1,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,"RN8: Children's nurse, level 1",testdate2,Outside UK,testdate2,Northern Ireland,British,Female,NA,Hindu
"Cordova, Maya",55Q7797F,2019-09-17 23:53:19,testpostcode2,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,TRUE,RPHN: Specialist community public health nurse,testdate1,Outside UK,testdate2,Northern Ireland,Other,Female,NA,Sikh
"Makousky, Amy",70H3541H,2019-12-24 20:30:59,testpostcode1,N-on-existent,Scotland,Midwife,Mental health,FALSE,RM: Midwife,testdate2,Wales,testdate2,Northern Ireland,British,Male,NA,Christian
"Trujillo Hernandez, Javier",70U6417W,2019-12-01 15:10:22,testpostcode1,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,"RN5: Learning disabilities nurse, level 1",testdate1,Outside UK,testdate1,England,Other,Other,NA,No religion
"Ghimire, Moses",62B7729J,2019-02-23 08:34:49,testpostcode1,N-on-existent,Wales,Nurse & Midwife,Adult,FALSE,"RNA: Adult nurse, level 1",testdate2,Scotland,testdate2,Northern Ireland,British,Female,NA,No religion
"Valdez, Laura",53U5343A,2019-08-28 03:04:12,testpostcode2,N-on-existent,Wales,Nurse,Mental health,TRUE,"RN3: Mental health nurse, level 1",testdate2,Outside UK,testdate2,England,British,Female,NA,Hindu
"Lingelbach, Amber",02G5726M,2019-01-29 12:37:35,testpostcode1,N-on-existent,Wales,Midwife,Mental health,FALSE,FHN: Family health nurse,testdate2,England,testdate2,Northern Ireland,Other,Other,NA,Buddhist
"Demera, Dominic",39R9851C,2019-01-19 00:12:48,testpostcode2,Nonexistentshire,England,Midwife,Adult,FALSE,V100: Community practitioner nurse prescriber,testdate2,Northern Ireland,testdate2,Wales,British,Other,NA,Religion not stated
"Jones, Isidra",17V8726Q,2019-01-30 17:28:46,testpostcode2,Nonexistentland,Wales,Midwife,Adult,FALSE,RFHN: Family health nurse,testdate1,Northern Ireland,testdate2,Scotland,British,Male,NA,No religion
"Ohlig, Macy",86K7869J,2019-08-19 23:26:12,testpostcode2,Nonexistentshire,Scotland,Nurse & Midwife,Adult,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,Wales,testdate2,Wales,British,Male,NA,Sikh
"Trujillo, Vanessa",66K0874Z,2019-06-04 15:46:51,testpostcode2,Nonexistentland,Northern Ireland,Nurse & Midwife,Adult,TRUE,V100: Community practitioner nurse prescriber,testdate2,England,testdate2,Northern Ireland,Other,Female,NA,Hindu
"Schnetzler, Ashley",25C2778L,2019-08-24 11:18:12,testpostcode2,N-on-existent,England,Nurse & Midwife,Mental health,FALSE,SN: School nurse,testdate2,Wales,testdate2,Wales,Other,Male,NA,Religion not stated
"Wilson, Trinity",84X2612J,2019-03-21 23:51:43,testpostcode2,N-on-existent,Scotland,Nurse,Adult,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Jewish
"al-Arif, Shameema",11C8715M,2019-05-15 11:06:51,testpostcode2,Nonexistentshire,Scotland,Midwife,Adult,TRUE,RSN: School nurse,testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Muslim
"Swimmer, Kyle",15D8440M,2019-03-16 10:08:49,testpostcode2,Nonexistentshire,Wales,Nurse,Mental health,FALSE,SPGP: Specialist practitioner: General practice nursing,testdate2,Scotland,testdate1,Scotland,Other,Female,NA,Christian
"el-Toure, Fawzi",80Z7750X,2019-12-07 12:18:42,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,TRUE,SPCC: Specialist practitioner: Community children’s nursing,testdate2,Outside UK,testdate2,Northern Ireland,Other,Male,NA,Jewish
"el-Ahmed, Jawaad",26B0124G,2019-10-09 02:48:27,testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Northern Ireland,testdate1,Wales,British,Male,NA,Christian
"Williams, Troy",94C5379C,2019-09-18 16:44:13,testpostcode2,Nonexistentland,England,Nurse & Midwife,Mental health,FALSE,SPA: Specialist practitioner: Adult nursing,testdate1,Scotland,testdate1,Wales,Other,Other,NA,Muslim
"Pomeroy, Jack",85F7783K,2019-03-19 12:22:47,testpostcode2,N-on-existent,Scotland,Nurse,Mental health,TRUE,RSN: School nurse,testdate2,Scotland,testdate1,Scotland,British,Other,NA,Buddhist
"al-Masood, Saajid",33H7397T,2019-08-07 07:52:14,testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,V300: Nurse independent / supplementary prescriber,testdate1,Northern Ireland,testdate2,Wales,British,Male,NA,Religion not stated
"Herrera, Estefany",64F5162N,2019-03-02 22:22:54,testpostcode2,N-on-existent,Scotland,Midwife,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate1,Wales,testdate1,Northern Ireland,British,Female,NA,Christian
"Lenahan, Dakota",54W2693V,2019-10-30 09:52:56,testpostcode2,Nonexistentshire,England,Nurse,Adult,FALSE,V300: Nurse independent / supplementary prescriber,testdate1,Outside UK,testdate1,England,Other,Male,NA,Hindu
"Montoya, Michael",11B4899D,2019-11-02 19:03:03,testpostcode1,Nonexistentshire,Scotland,Nurse,Adult,TRUE,ROH: Occupational health nurse,testdate2,Wales,testdate1,Wales,British,Male,NA,Hindu
"Scheie, Alexander",97I1281O,2019-03-29 00:30:50,testpostcode2,N-on-existent,Scotland,Midwife,Mental health,FALSE,"RN7: General nurse, level 2",testdate1,Outside UK,testdate2,England,British,Female,NA,Other religion
"Villa, De'Ron",54T2752X,2019-12-26 19:29:33,testpostcode1,Nonexistentland,England,Nurse & Midwife,Adult,TRUE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Scotland,testdate2,England,British,Other,NA,Muslim
"Aldaco, Matthew",12L3894K,2019-09-01 05:29:23,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,"RN8: Children's nurse, level 1",testdate1,Scotland,testdate2,Scotland,Other,Male,NA,Hindu
"el-Ahmed, Jawaad",22S1190R,2019-07-20 05:33:27,testpostcode2,Nonexistentshire,England,Nurse,Adult,TRUE,SN: School nurse,testdate2,Scotland,testdate1,England,Other,Female,NA,Jewish
"Williams, Thaison",17O5069Q,2019-12-21 07:32:24,testpostcode2,Nonexistentland,Scotland,Midwife,Adult,TRUE,SPMH: Specialist practitioner: Mental health,testdate1,Northern Ireland,testdate1,Scotland,Other,Other,NA,Religion not stated
"Langridge, Steven",78I7940P,2019-07-01 07:16:15,testpostcode1,Nonexistentland,Wales,Nurse,Adult,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,England,testdate2,Scotland,British,Male,NA,Religion not stated
"el-Amin, Saood",28I7186C,2019-10-22 09:56:11,testpostcode2,Nonexistentland,Northern Ireland,Midwife,Adult,TRUE,FHN: Family health nurse,testdate2,Northern Ireland,testdate2,Northern Ireland,Other,Male,NA,Religion not stated
"Engstrom, Jacob",42D6259R,2019-07-31 22:54:42,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Adult,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate1,Outside UK,testdate1,Scotland,British,Male,NA,Christian
"el-Neman, Azzaam",53R0330Y,2019-02-04 09:46:52,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate1,England,testdate1,Northern Ireland,Other,Male,NA,Buddhist
"Vu, Thao",78W8729N,2019-08-19 17:13:24,testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Adult,FALSE,TCH: Teacher,testdate2,Scotland,testdate2,England,British,Other,NA,Hindu
"el-Wahba, Ammaar",33R7464H,2019-10-02 08:07:43,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,"RN4: Mental health nurse, level 2",testdate1,Scotland,testdate1,Wales,Other,Female,NA,Hindu
"Molina, Jill",73S9523S,2019-09-13 15:56:36,testpostcode2,N-on-existent,England,Nurse & Midwife,Adult,FALSE,RM: Midwife,testdate1,Northern Ireland,testdate1,Northern Ireland,British,Male,NA,No religion
"Carlo, Konda",11M9680L,2019-06-18 23:13:17,testpostcode1,N-on-existent,Scotland,Nurse,Mental health,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Wales,testdate1,England,Other,Female,NA,Hindu
"el-Bina, Warda",05W9435E,2019-04-05 04:18:21,testpostcode2,Nonexistentland,England,Midwife,Mental health,TRUE,"RN2: Adult nurse, level 2",testdate1,Wales,testdate2,Northern Ireland,British,Female,NA,Hindu
"el-Jafari, Ramalaan",22K6483G,2019-02-09 07:39:40,testpostcode1,N-on-existent,Wales,Nurse,Adult,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Outside UK,testdate1,England,Other,Other,NA,Hindu
"Saenz, Orquidea",91Y2740K,2019-07-26 18:00:14,testpostcode1,Nonexistentshire,Wales,Nurse,Adult,FALSE,RSN: School nurse,testdate2,Northern Ireland,testdate2,Northern Ireland,Other,Other,NA,Other religion
"Kesler, Courtney",67R8119S,2019-06-19 15:25:05,testpostcode2,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,"RNA: Adult nurse, level 1",testdate2,England,testdate1,Scotland,Other,Other,NA,Muslim
"Nava, Xavier",42D5258B,2019-02-10 00:25:06,testpostcode2,Nonexistentland,England,Nurse & Midwife,Mental health,TRUE,RFHN: Family health nurse,testdate2,Outside UK,testdate2,Northern Ireland,British,Male,NA,Other religion
"Upadhyay, Jasmine",11T1891Z,2019-05-02 07:32:29,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,"RN7: General nurse, level 2",testdate1,Northern Ireland,testdate2,Wales,Other,Male,NA,Other religion
"Ong, Mahdi",33T8889L,2019-06-14 09:56:59,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,"NAR: Nursing associate",testdate2,Wales,testdate1,Wales,Other,Female,NA,Muslim
"Estrada Sanchez, Hector",66T1387W,2019-03-09 09:07:18,testpostcode2,N-on-existent,Northern Ireland,Nurse,Adult,TRUE,V200: Nurse independent prescriber (extended formulary),testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Other religion
"Culpepper, Cheyne",09D2178E,2019-01-14 10:24:45,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate2,Wales,testdate2,Wales,Other,Female,NA,Muslim
"Pardner, Dawnae",89E5661Z,2019-02-19 16:27:48,testpostcode2,N-on-existent,England,Midwife,Adult,TRUE,"RNC: Children's nurse, level 1",testdate2,England,testdate2,Scotland,British,Other,NA,Buddhist
"Kunz, Andrew",15M9406P,2019-12-15 17:17:39,testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Mental health,FALSE,RM: Midwife,testdate1,Outside UK,testdate1,Northern Ireland,British,Female,NA,Hindu
"el-Nawaz, Shukri",83P0058G,2019-08-30 03:29:33,testpostcode2,Nonexistentshire,Wales,Nurse,Mental health,TRUE,"RNC: Children's nurse, level 1",testdate2,England,testdate2,England,Other,Female,NA,Sikh
"Thunblom Wilson, Mahogany",18T4124M,2019-01-18 06:58:28,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Scotland,testdate1,Scotland,British,Female,NA,Christian
"Abrahms, Joshua",77V5814S,2019-07-24 14:45:49,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Adult,FALSE,"RN7: General nurse, level 2",testdate2,Wales,testdate1,England,British,Other,NA,Other religion
"Silverston, Karli",51L9938M,2019-11-03 01:24:01,testpostcode1,Nonexistentshire,Wales,Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate2,Scotland,testdate2,Northern Ireland,Other,Female,NA,Sikh
"Drayton, Quiana",96N5363X,2019-11-24 19:02:49,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate1,England,testdate2,Wales,British,Other,NA,Jewish
"Stoltenberg, Chandler",29C2566I,2019-03-29 18:48:14,testpostcode2,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,RPHN: Specialist community public health nurse,testdate1,Wales,testdate1,England,Other,Male,NA,Jewish
"al-Yousef, Manaal",64Y5911T,2019-07-01 07:16:15,testpostcode1,Nonexistentland,Wales,Nurse,Mental health,FALSE,"RN6: Learning disabilities nurse, level 2",testdate2,England,testdate2,Northern Ireland,British,Male,NA,No religion
"Banuelos, Breanna",07X9891J,2019-06-24 23:37:55,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate1,England,testdate1,Scotland,British,Male,NA,Sikh
"Graves, Aurora",20F3582O,2019-09-15 03:03:27,testpostcode2,N-on-existent,England,Nurse & Midwife,Mental health,TRUE,SPMH: Specialist practitioner: Mental health,testdate1,Scotland,testdate2,Northern Ireland,British,Male,NA,No religion
"Cheung, Son",36Y5037S,2019-02-28 15:53:06,testpostcode1,Nonexistentshire,Wales,Nurse,Adult,TRUE,SPGP: Specialist practitioner: General practice nursing,testdate1,Outside UK,testdate2,Scotland,Other,Other,NA,Buddhist
"Cochrane, Deesta",59A9339M,2019-08-27 01:28:52,testpostcode2,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,"RN9: Fever nurse, level 2",testdate2,Scotland,testdate1,Wales,British,Other,NA,Other religion
"Soriano-Perez, Bradley",97D5107O,2019-02-14 03:33:38,testpostcode2,N-on-existent,England,Nurse,Mental health,FALSE,RSN: School nurse,testdate2,England,testdate1,Wales,Other,Other,NA,Muslim
"Siller, Mario",01I2154X,2019-08-14 17:17:55,testpostcode1,N-on-existent,Wales,Nurse,Adult,TRUE,"RNA: Adult nurse, level 1",testdate2,England,testdate2,Northern Ireland,Other,Male,NA,Religion not stated
"Reynolds, Katrina",45W4447N,2019-04-01 06:05:12,testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,V200: Nurse independent prescriber (extended formulary),testdate2,Wales,testdate2,England,Other,Other,NA,Religion not stated
"Bunting, Blaze",19S5627K,2019-10-31 17:28:43,testpostcode1,Nonexistentland,Wales,Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate2,Wales,testdate1,Wales,British,Male,NA,Muslim
"Snider, Jeremy",00U6189E,2019-12-10 07:39:24,testpostcode2,N-on-existent,England,Midwife,Mental health,TRUE,"RN3: Mental health nurse, level 1",testdate2,Outside UK,testdate2,England,British,Male,NA,Hindu
