name,pin,joined,reason_for_leaving
"Harrington, Sean",83P0058G,2019-12-19 04:34:03,NA
"Coreau, Joshua",82L6896M,2019-05-06 12:49:47,NA
"Miller, Bintou",69D9272U,2019-04-07 18:44:14,NA
"el-Abdo, Muzna",71W2904L,2019-02-12 15:47:44,NA
"Mercer, Harley",68J5283K,2019-03-28 05:40:23,NA
"Williams, Nicholas",48Z5755X,2019-03-24 12:26:13,NA
"Butler, Biag",21J9663J,2019-05-26 06:57:42,NA
"Santos, Rylan",50Y8815I,2019-08-25 14:47:27,NA
"Velie, Marissa",65U8795M,2019-10-14 01:17:27,NA
"Colon, Jamall",01N7414C,2019-10-05 17:38:32,NA
"el-Pour, Almaasa",01B4562T,2019-09-04 22:05:35,NA
"el-Jalali, Zubair",93Y7713W,2019-04-23 19:27:55,NA
"Nam, Joshua",85K8265A,2019-08-29 09:59:21,NA
"el-Amer, Turfa",28G2166X,2019-07-19 01:32:18,NA
"Mummert, Joshua",31I1293N,2019-10-10 01:44:30,NA
"Mullin, Elizabeth",44X9649I,2019-11-25 16:34:02,NA
"Lovitt, Kyle",43P1173T,2019-09-14 18:15:42,NA
"Canuto, Ignacio",97I5856H,2019-12-13 00:21:27,NA
"al-Tamer, Raaji",11G3299G,2019-09-30 02:28:44,NA
"Metsala, Lukas",78W6815A,2019-12-16 18:55:14,NA
"Risenhoover, Jordan",51G5652L,2019-07-17 11:21:02,NA
"Kacsh, Nicole",89V7878S,2019-01-01 04:39:48,NA
"Horton, Linh",47F2277Z,2019-11-11 15:13:31,NA
"Smith, Joshua",67A4785K,2019-08-21 22:56:46,NA
"Dennis, Brianna",15M9406P,2019-12-11 18:33:37,NA
"Shepherd, Leemelvin",40R7781X,2019-06-21 02:49:59,NA
"Elahi, Jeff",28T4803Z,2019-08-18 14:21:19,NA
"Hubbs, Gracie",78W9986W,2019-07-06 17:00:26,NA
"Gameros, Michelle",48E3063N,2019-03-09 14:36:43,NA
"Smith, Jim",27L0021C,2019-03-09 08:52:16,NA
"Sosa, Joana",26V1127S,2019-01-30 06:46:31,NA
"Lucas, Gage",06F9894G,2019-06-13 14:57:52,NA
"Lund, Daniel",03S9531Z,2019-09-21 16:52:20,NA
"Fazio, Hannah",80M5518N,2019-09-16 07:46:59,NA
"al-Mahfouz, Naadiya",99Q9058G,2019-08-30 22:07:26,NA
"Mcgary, Shelby",53W2973E,2019-05-10 12:30:42,NA
"Cook, Kiasia",85T3492Z,2019-06-19 05:35:01,NA
"Mccowan-Voker, Cole",42Y0041A,2019-05-03 09:42:18,NA
"el-Ghani, Taiseer",21W1494L,2019-11-14 19:09:21,NA
"De Dios, Thomas",42C7006A,2019-10-08 07:03:21,NA
"Mortensen, Eugene",14D6049C,2019-07-06 12:52:36,NA
"Santio, Angelito",41Z6928J,2019-12-30 19:43:22,NA
"Behrmann, Mary",63Y5447L,2019-02-18 14:09:14,NA
"el-Azzi, Abbaad",07X9471L,2019-06-09 18:44:00,NA
"Rodriguez, Brandi",96F0754B,2019-08-13 07:06:21,NA
"Mourning, Emily",19U0871L,2019-03-01 08:15:18,NA
"Medina Rosales, Celso",10N8186X,2019-03-03 19:01:59,NA
"Rankin, Danae",70W5419T,2019-12-16 05:00:01,NA
"el-Ayub, Awda",29J2110D,2019-05-01 00:26:09,NA
"al-Obeid, Shakeela",71J6482Y,2019-05-24 22:49:40,NA
"Aviado II, Tanisha",10S1942C,2019-12-27 09:27:58,NA
"Mayhan, Darnisha",00R7307C,2019-10-13 12:09:10,NA
"Bluejacket, Davidray",45U2375B,2019-07-15 01:16:48,NA
"Ambrose, Katherine",67X4410M,2019-04-10 01:13:06,NA
"Bost, Kendra",24X4666R,2019-01-11 22:05:50,NA
"Ellington, Riley",75U9207H,2019-01-29 17:14:04,NA
"Turner, Megan",71R6252B,2019-11-30 02:09:45,NA
"Sharpe, Maranda",02A9782L,2019-06-26 10:29:08,NA
"al-Rahman, Abdul Jaleel",96F6670T,2019-10-04 22:06:09,NA
"Cisneros, Angelica",43G7454G,2019-10-01 03:45:41,NA
"Child, Lynde",28Y4286Y,2019-08-15 11:32:07,NA
"Sabey, Kristin",44Z8322Y,2019-06-01 18:25:27,NA
"Martinez, Piper",54V9328J,2019-11-17 01:44:48,NA
"Wilson, Jared",34X3201T,2019-03-26 17:14:32,NA
"el-Sharif, Raabia",16T8413E,2019-05-24 20:40:36,NA
"Brim, Mason",65T3390D,2019-02-19 19:30:16,NA
"Cabral, Jordan",72R2884Z,2019-06-30 06:02:11,NA
"Poyer, Amanda",88R6755E,2019-04-01 13:07:00,NA
"Shepard, Brejanae",89J5530H,2019-11-11 03:26:21,NA
"al-Nazir, Muslih",75M0553B,2019-12-07 06:01:39,NA
"el-Rahimi, Jaadallah",72I9237C,2019-07-24 08:32:27,NA
"Colon, Jamall",72E6148I,2019-09-16 08:45:18,NA
"Alcon, Jasmine",15G0568Q,2019-10-01 11:21:29,NA
"Mendoza, Gerardo",57J8220V,2019-06-23 08:55:06,NA
"Brauher, Julia",11I2030Y,2019-02-12 15:47:44,NA
"Jacket, Brackin",70D0218L,2019-03-08 20:58:53,NA
"Ashcroft-Bitsilly, Samantha",70O1952F,2019-05-06 17:37:19,NA
"Milender, Jacob",83P0058G,2019-09-26 10:24:30,NA
"Sullivan, Varasiddi Mounis",24H6426S,2019-11-23 00:05:35,NA
"Horn, Emily",44Y6280R,2019-11-18 11:52:51,NA
"Lopez, Nicolas",08D7148Z,2019-03-18 01:12:28,NA
"Buker, Brenda",77N6383B,2019-11-30 02:09:45,NA
"el-Jamil, Mahmooda",37N1716P,2019-10-08 22:10:10,NA
"Roth, Henry",51W9488L,2019-03-17 23:04:02,NA
"Lovitt, Kyle",72C1189M,2019-06-06 09:17:07,NA
"Fulton, Cierra",85K6805M,2019-05-25 21:56:40,NA
"el-Rehman, Humaidaan",95M7537S,2019-09-14 06:43:56,NA
"Powers, Sandy",72J1770X,2019-08-11 03:09:23,NA
"Stevens, Brendan",82W8729Q,2019-06-26 15:22:45,NA
"Gopalakrishnan, Tyler",37K3045C,2019-02-16 20:08:48,NA
"Copley, Mackenzie",01X9194H,2019-06-21 09:07:44,NA
"Hayes, Cameron",87O1932G,2019-02-14 20:30:23,NA
"Trujillo, Kevin",47I2761M,2019-04-28 21:44:05,NA
"el-Saade, Afeefa",15V6197E,2019-10-28 21:14:33,NA
"Lenahan, Dakota",77H4576G,2019-08-16 14:20:33,NA
"Bartling, Mckenzie",11N0730K,2019-05-05 18:56:38,NA
"Urenda, Jenacie",12R7150Y,2019-07-14 14:52:33,NA
"Berumen-Gonzalez, Noe",44B4239E,2019-08-26 08:44:11,NA
"Patron-Sepulveda, Nathaniel",62C8481L,2019-05-19 05:39:25,NA
"Swanson, Thomas",24Z3133A,2019-04-02 22:46:25,NA
"Rico, Rdale",89E2133O,2019-03-29 12:10:01,NA
"Garcia, Shiloh",15K9528A,2019-01-28 07:14:33,NA
"Whyte, Mikal",50Y0876J,2019-12-23 22:13:38,NA
"Watt, Angelina",06X5093X,2019-11-26 04:50:38,NA
"Padilla, Jenny",05R9561D,2019-04-26 16:14:37,NA
"al-Haque, Ramza",66D8586Z,2019-03-28 08:59:05,NA
"Gray, Kaori",41A7327M,2019-11-27 05:53:21,NA
"Honore, Robert",21S3238C,2019-04-07 20:50:42,NA
"Vaca, Daphanie",22Q2024Y,2019-07-12 20:06:07,NA
"el-Kabir, Abbaas",20J1184C,2019-06-08 16:48:17,NA
"Deleon, Breauna",20P9334Y,2019-08-23 16:42:11,NA
"Grant, Tasia",86C2572B,2019-10-09 13:40:01,NA
"Paxson, Ashley",09T0613S,2019-11-19 20:48:01,NA
"Pickett, Michael",91Z4080B,2019-03-28 02:40:33,NA
"Mingilton, Alexis",57J4456J,2019-04-10 18:49:49,NA
"Biggs, Maria",48I2597Y,2019-06-08 06:33:57,NA
"Ahmed, Dietrich",90C3839R,2019-05-06 00:13:02,NA
"Morett, Elizabeth",18W1753F,2019-07-12 16:11:53,NA
"Herring, Samuel",16I2939K,2019-04-17 04:15:08,NA
"Draper, Chelsea",44E7152S,2019-09-30 02:28:44,NA
"Watt, Angelina",07J7359X,2019-10-08 10:12:27,NA
"Chu, Alyssa",12Z4205M,2019-11-10 21:25:38,NA
"Hill, Tiana",92A0370O,2019-07-13 12:48:58,NA
"Lhungay, Randy",30I4767D,2019-06-26 21:53:48,NA
"Nguyen, Sean",14T6736Y,2019-06-08 16:01:58,NA
"al-Shaker, Tuhfa",98I2558H,2019-05-25 01:46:08,NA
"Lieb, Alexander",58S6844C,2019-11-14 16:43:59,NA
"Jefferson, Mercedes",98Y3694Y,2019-08-04 14:49:20,NA
"Williams, Troy",05A0898N,2019-09-10 19:02:44,NA
"Chang, Justin",69V6093I,2019-12-03 10:02:23,NA
"Morett, Elizabeth",77G8434V,2019-09-27 00:13:18,NA
"el-Rashed, Waliyya",11Q5461G,2019-07-02 20:15:07,NA
"Abercrombie, Joshua",12I1835R,2019-07-10 01:58:50,NA
"Lewis, Laraena",39A1382Q,2019-09-06 11:46:14,NA
"Harms, Seth",92J0071D,2019-11-20 03:07:50,NA
"Petty, Elijah",14Y2961C,2019-07-08 05:26:13,NA
"Casillas, Isaiah",26C3568F,2019-05-06 12:56:03,NA
"Hartner, Aaron",33X5337N,2019-10-27 01:02:49,NA
"al-Shahidi, Hiba",17B0439E,2019-01-03 18:55:44,NA
"al-Can, Abdul Hameed",16O3426I,2019-09-23 22:13:22,NA
"Kunz, Andrew",36T0186V,2019-07-14 12:04:59,NA
"Coates, William",48Z5755X,2019-05-15 11:06:51,NA
"al-Jafri, Fidda",21N2887U,2019-02-24 11:23:48,NA
"Cureton, Jaime",50E4848O,2019-12-17 03:10:33,NA
"el-Jan, Zeena",30G4425B,2019-09-27 12:24:44,NA
"Hernandez, Sue",38J0185K,2019-10-25 03:23:41,NA
"Patten, Kathleen",26T3474T,2019-07-10 08:48:44,NA
"Taylor, Azeb",64J4512M,2019-08-11 22:40:57,NA
"Nguyen, Bailey",02F2559F,2019-08-27 09:35:09,NA
"Harrell, Jonathon",39J6248J,2019-09-14 16:51:32,NA
"Townsend, Helen",04Z6590F,2019-04-30 12:24:08,NA
"Larsen, Stanly",24B5089A,2019-12-10 02:33:46,NA
"Gebre Kidane, Damien",57O5916K,2019-12-21 04:06:59,NA
"Contreras, Benjamin",33B8962V,2019-11-20 03:42:17,NA
"Contreras, Benjamin",47P2451F,2019-10-08 10:16:09,NA
"Garnier, Regal",97B6010T,2019-07-01 07:16:15,NA
"Davis, Thomas",34P4707W,2019-04-27 06:57:27,NA
"Taylor, John",89O4111W,2019-05-21 09:46:11,NA
"Singh, Makamaehokuliiokalani",96W3316G,2019-02-21 05:23:56,NA
"Domingues, Kye",69J3697E,2019-11-27 18:19:58,NA
"Wainwright, Anthony",95R8480U,2019-09-23 18:40:36,NA
"Boone, Alexander",63L3960A,2019-10-24 01:57:04,NA
"Cloutier, Clare",43Y9939F,2019-03-02 15:23:55,NA
"Avila, Bryan",75E7926G,2019-10-10 23:15:39,NA
"Blackmore, Naomi",88I5705X,2019-11-28 18:51:09,NA
"el-Ally, Kameel",77F3357V,2019-01-21 05:15:33,NA
"Shaw, Janine",46R6724T,2019-09-29 04:53:03,NA
"Roberts, Rachelle",97U7198I,2019-02-20 21:40:21,NA
"Choi, Anthony",29X2341S,2019-05-31 01:15:59,NA
"al-Edris, Zaahira",95O6061X,2019-08-25 10:13:11,NA
"Hill, Tiana",01S6674U,2019-02-28 16:54:51,NA
"Lowe, Wyatt",90Q0653A,2019-02-27 23:46:45,NA
"Bruno, Alex",89M2834F,2019-05-21 17:06:56,NA
"Le, Parker",95H2217K,2019-02-19 08:08:27,NA
"Yu, Maihao",95U8175W,2019-06-11 18:15:58,NA
"Preap, Jemletta",09Q2346F,2019-01-24 19:45:34,NA
"Smith, Micah",88M4388B,2019-11-23 23:55:18,NA
"Merlan, Alexander",04Z6894N,2019-10-28 21:14:33,NA
"al-Shahidi, Suhaad",53W4234E,2019-06-28 18:17:23,NA
"al-Ishmael, Fawqiyya",05C5621W,2019-08-04 01:08:43,NA
"Gabriel, Donovan",42U9106Q,2019-04-27 17:24:07,NA
"Almony, Phurba",88R4565H,2019-01-09 11:34:29,NA
"Velasquez, Andrew",45M7755K,2019-11-25 12:53:54,NA
"el-Soliman, Dhaakir",97R0911W,2019-05-16 22:57:37,NA
"Guerra, Brandon",34E0444V,2019-07-05 05:07:41,NA
"el-Galla, Naadiya",24A1552B,2019-10-04 02:16:42,NA
"el-Zakaria, Siraaj",83N1745Q,2019-04-15 16:52:53,NA
"Cave, Jordan",55L4103J,2019-11-07 08:04:14,NA
"Nunez, Christian",36E5883A,2019-06-26 21:53:48,NA
"Haralson, Parris",03A2763P,2019-01-16 20:30:07,NA
"Boden, Autumn",74R3308W,2019-09-09 11:32:19,NA
"Gabel, Cyrus",25U2041V,2019-08-05 08:58:25,NA
"al-Abdallah, Hilmiyya",26X5788M,2019-03-14 03:35:01,NA
"Powell, Jasmine",55D5587I,2019-02-24 05:00:45,NA
"al-Karimi, Tulaiha",85U1984W,2019-02-10 23:02:20,NA
"Scarberry, Lance",80P0152K,2019-09-17 23:53:19,NA
"el-Rayes, Shujaa",15M9406P,2019-12-10 05:49:36,NA
"Arreola, Miguel",41P2176O,2019-10-26 21:48:26,NA
"Zoorob, Colin",91B3288C,2019-09-29 15:30:10,NA
"Bourn II, William",12H3279G,2019-10-02 22:40:46,NA
"Tenorio, Eidy",24H4972V,2019-12-10 23:24:40,NA
"Jackson, Donovon",73K2778P,2019-04-19 04:26:23,NA
"Harvey, Sara",39G3796L,2019-05-26 15:13:30,NA
"Carter, David",49I7420F,2019-07-25 08:00:33,NA
"Lemmons, Sheridan",93B0950M,2019-01-31 10:14:11,NA
"Sanchez, Cassandra",16B2289W,2019-06-30 15:36:32,NA
"al-Mahfouz, Radiyya",51Z3325D,2019-04-04 00:35:36,NA
"al-Farran, Azmi",88Q0694E,2019-10-23 01:15:15,NA
"Day, Alexandra",95P6367Y,2019-12-30 16:29:10,NA
"Borum, Marcus",49L2991Z,2019-06-17 19:36:37,NA
"Muhammad, Khadijah",47O4859R,2019-06-14 11:20:14,NA
"Behrmann, Mary",70W5419T,2019-06-04 17:05:24,NA
"Garcia, Angelica",27R8819J,2019-01-28 15:29:03,NA
"al-Salik, Afraah",67T8051O,2019-09-09 17:54:19,NA
"Hines, Austin",27H9932M,2019-10-18 15:54:34,NA
"Horn, Emily",27R4868P,2019-06-09 19:02:50,NA
"Reitinger, Brandon",53K6368N,2019-06-14 21:18:34,NA
"el-Ibrahim, Azhaar",23P3241Z,2019-07-28 19:05:25,NA
"Green, Ed'Lexus",45I7339E,2019-08-19 17:56:07,NA
"Hostetler, Benjamin",49E3234G,2019-09-30 23:31:31,NA
"Williams, Nicholas",75G1368U,2019-07-24 14:45:49,NA
"Shareef, Meciah",54W2693V,2019-06-18 17:34:08,NA
"Benavides, Kyrie",61R2755E,2019-02-17 09:05:23,NA
"Pino, Elyssia",25K5865E,2019-11-11 20:44:56,NA
"Palomino, Michael",54V4031C,2019-08-31 19:50:54,NA
"Cook, Quishona",67Y1997V,2019-05-31 07:57:35,NA
"al-Diab, Afaaf",48P0935C,2019-03-15 01:12:16,NA
"al-Greiss, Abdul Wahaab",73H0804T,2019-09-03 15:20:27,NA
"Bourn II, William",22P2098A,2019-09-05 06:47:49,NA
"al-Farran, Azmi",92F7688O,2019-06-12 15:43:26,NA
"Wallace, Olivia",09N3756B,2019-09-09 11:32:19,NA
"Khan-Akbari, Conan",74W2707K,2019-01-11 15:27:16,NA
"Mandell, Dominic",19P7880L,2019-02-12 13:15:34,NA
"Betts, Breanna",43N7832U,2019-10-29 07:30:18,NA
"Montoya, D'Ahnya",11K6488T,2019-04-30 06:02:00,NA
"al-Beshara, Baaqir",12D8935Y,2019-10-29 04:27:11,NA
"Senphannarat, Michelle",27I3608K,2019-02-12 15:47:44,NA
"Nugent, Maxwell",29X2341S,2019-02-11 11:31:13,NA
"Kramer, Katelin",90E5291K,2019-11-06 23:44:07,NA
"Caravio, Jeremy",54W7941U,2019-10-04 17:17:33,NA
"Ho, David",59M7302D,2019-07-13 17:31:34,NA
"Miller, Marisa",57W6824C,2019-09-14 14:04:29,NA
"Dong, Amy",56O6822L,2019-08-05 20:00:00,NA
"Davis, Victoria",57I2253C,2019-04-11 11:50:42,NA
"al-Masood, Saajid",67R1844A,2019-11-05 00:24:25,NA
"Gardner, David",92K5763K,2019-04-13 01:45:04,NA
"Flores, Teodoro",94D0235G,2019-08-31 11:50:16,NA
"Vigil, Kennedy",90X0056P,2019-08-26 11:42:05,NA
"Bowens, Jaquaya",23P4304F,2018-12-31 21:38:40,NA
"Benton, Brian",93A1981Z,2019-02-10 02:23:49,NA
"Flood, Regal",02N2915H,2019-06-06 02:18:20,NA
"Stevenson, Kimuraamor",29H3287W,2019-04-23 06:18:13,NA
"Lee, Charles",75D6842A,2019-05-11 03:21:19,NA
"Ashalintubbi, Joseph",11R0228L,2019-06-16 22:14:52,NA
"Linzy, Habib",73Q9531F,2019-11-05 08:09:11,NA
"Heidrich, Kelly",99V7944X,2019-11-17 11:48:33,NA
"Gatewood, Labon",16K2363S,2019-09-15 06:09:34,NA
"Leal Bustillos, Galilea",03W0425K,2019-06-11 16:29:47,NA
"Ball, Steven",00B7980K,2019-10-04 15:15:15,NA
"Berg, Joshua",88Y1350K,2019-10-14 22:03:39,NA
"Cunningham, Danielle",86T0061W,2019-09-20 01:56:42,NA
"Riviera, Xavier",33V3095V,2019-12-03 19:32:52,NA
"Palizzi, Clayton",75H2294T,2019-01-06 02:28:42,NA
"Robinson, Marquan",82Q6124C,2019-01-06 11:35:27,NA
"Littlejohn, Ryan",49X0378U,2019-07-16 03:30:14,NA
"Sidell, Christopher",29H2181W,2019-07-14 23:34:47,NA
"Taylor, John",29W2799J,2019-06-18 09:32:47,NA
"Clarke, Kiana",41E2615T,2019-11-15 03:01:03,NA
"Dizayee, Tara",81U1563P,2019-10-19 03:34:55,NA
"Nicholas, Sierra",92M5602X,2019-04-25 19:12:26,NA
"Evans, Dante",05C0266X,2019-04-19 07:02:00,NA
"Eisenbarth, Xiao Yun",99C8858U,2019-09-10 03:23:35,NA
"Carter, Jordan",03E0873X,2019-02-24 01:10:06,NA
"Tyson, Derek",16C7485H,2019-10-23 20:49:06,NA
"Demera, Dominic",76C0248N,2019-11-30 09:10:55,NA
"Robinson, Jerry",99O1509M,2019-11-23 11:16:37,NA
"Craig, Carsen",78D7621U,2019-01-30 23:54:41,NA
"Kolozsy, Terrance",68C7701Q,2019-11-05 14:00:48,NA
"Perez II, Brennan",11L8069F,2019-08-08 17:51:52,NA
"Nelson, Schiara",43N5468E,2019-08-08 13:23:49,NA
"Metsala, Lukas",83Q8047F,2019-12-18 13:23:22,NA
"al-Bilal, Shaahida",30W3086T,2019-11-15 03:01:03,NA
"Carvey, Olivia",03A8992S,2019-08-04 16:20:44,NA
"Kramer, Katelin",59I2761N,2019-08-14 14:20:29,NA
"Schell, Daniel",56P2120D,2019-06-20 05:30:50,NA
"al-Baten, Mashal",44W0139W,2019-12-30 20:20:23,NA
"el-Akhtar, Shaheed",50B4259I,2019-11-22 11:49:26,NA
"Nugen, Angelo",14I9073U,2019-03-23 08:26:38,NA
"Goheen, Nicholas",28S6196X,2019-10-01 04:51:43,NA
"Bowser, Tayone",60P8717X,2019-08-30 19:37:18,NA
"Samuel, Harm Pery",81L4361V,2019-08-26 14:53:52,NA
"Jiron, Kelly",99M3005A,2019-09-29 20:57:55,NA
"Salcido, Jonathin",36H6332G,2019-09-17 10:38:05,NA
"D'Rosario, Matthew",59I1395Y,2019-09-27 07:46:28,NA
"Cordova, Brandon",64P5762C,2019-09-30 20:18:33,NA
"Portman, Lyndsey",47Y4450I,2019-05-19 13:23:23,NA
"Barron, Tyler",35L4122P,2019-09-05 06:47:49,NA
"Paulsen, Linda",60U6765A,2019-12-21 10:57:06,NA
"Powell, Shaheila",45T9577H,2019-01-01 01:10:23,NA
"Myung, Erika",43M9103W,2019-10-18 22:36:42,NA
"Kochhar, Edward",85Q5413R,2019-01-23 21:39:42,NA
"Rivas, Jennifer",58W5177N,2019-10-07 23:06:24,NA
"Dearman, Brett",89J8594T,2019-07-14 22:26:02,NA
"Trinh, Minkyung",64D8743V,2019-09-05 00:26:51,NA
"Siwa, James",30C6041N,2019-07-20 23:30:55,NA
"el-Masri, Khulood",74K9646H,2019-01-17 04:29:11,NA
"el-Akhtar, Sukaina",86F3205B,2019-08-12 11:55:10,NA
"Bowker, Brandon",49S7409T,2019-01-27 14:43:15,NA
"Arellano, Taku",32H9364H,2019-08-02 22:13:38,NA
"Johnson, Andrew",53K1502Z,2019-06-22 19:15:21,NA
"Benisrael, Benjamin",34J8113S,2019-02-09 23:51:50,NA
"el-Soliman, Katheer",45O1302M,2019-07-12 23:20:37,NA
"Contreras, Amber",01E3041C,2019-01-20 21:28:33,NA
"Sanchez Jr, Sierra",15H1876T,2019-04-19 15:34:08,NA
"Lockyer, Rito",45L4989U,2019-12-19 04:34:03,NA
"Tolutau, Ronak",47L7187X,2019-01-24 00:41:17,NA
"San Pedro, Donalyn",14F4955C,2019-02-09 23:51:50,NA
"Archer, Joey",59S3741P,2019-09-17 11:15:20,NA
"Costigan, Elisa",25S9992E,2019-08-12 02:20:57,NA
"Hutchinson, Kira",39J0916Z,2019-07-26 23:07:45,NA
"el-Mansoor, Fat'hiyaa",09T8260U,2019-08-09 18:22:42,NA
"al-Rahaman, Khawla",21H7732L,2019-06-12 05:06:55,NA
"Kim, Angelina",97R5662A,2019-10-18 17:17:23,NA
"Winters, Floyd",23P6685Z,2019-03-17 19:13:04,NA
"Riley, Tonya",10O7567H,2019-12-27 11:29:35,NA
"Golba, Mackenzie",38Z4103B,2019-03-09 14:36:43,NA
"Terhorst, Kayla",78K1540M,2019-08-22 20:01:32,NA
"Luna, Oscar",90Q7757E,2019-09-03 22:48:21,NA
"Greening, Hannah",62U6418Q,2019-03-10 05:22:34,NA
"Padilla, Jenny",82A2620D,2019-11-02 19:08:58,NA
"Pinley, Brandon",10G0804U,2019-02-08 18:38:49,NA
"Romero, Francisco",41L9230B,2019-01-28 17:02:00,NA
"Bennett, Stephen",88R4565H,2019-04-25 20:03:39,NA
"Her, Batamgalan",82S2255K,2019-06-01 02:01:38,NA
"al-Ameen, Naseera",12J2451J,2019-08-21 17:54:56,NA
"Pinto, Deion",88M6001X,2019-11-25 01:43:43,NA
"Silver, Anai",52T4658C,2019-05-12 16:46:40,NA
"al-Mustafa, Abdul Maalik",45B8997U,2019-10-14 20:42:33,NA
"Dall, Calandra",61T7726C,2019-09-22 20:35:09,NA
"Musick-Occhiuto, Katherine",36G7647E,2019-02-25 21:27:02,NA
"Gilmore, Charlie",44S1875H,2019-12-29 07:35:11,NA
"Adkisson, Trae",24V6738B,2019-02-18 21:50:59,NA
"el-Rauf, Abdul Haleem",06L3330S,2019-06-09 04:09:11,NA
"Lockett, Quashaya",14V3684G,2019-02-08 17:26:15,NA
"Graves, Justin",64F3862B,2019-11-11 07:19:25,NA
"Landry, Brandon",95D8681Z,2019-02-06 14:33:33,NA
"Garnier, Evan",75X8562N,2019-05-22 02:47:18,NA
"White, Kendall",84L2675P,2019-01-08 05:09:35,NA
"Lucas, Brittany",93T8875O,2019-01-16 20:30:07,NA
"al-Farag, Randa",08M2319D,2019-04-11 05:58:11,NA
"Yoshimura, Yash",19N9117D,2019-10-18 18:08:01,NA
"Apodaca, Richard",51D6700Y,2019-05-05 18:56:38,NA
"Al-Yazidi, Alfred",74R7548N,2019-01-05 13:10:23,NA
"Smith, Blake",23L1573F,2019-01-25 03:38:09,NA
"Pence, Edward",25A7164F,2019-12-18 06:56:49,NA
"Lapp, Hannah",48T9586A,2019-07-30 18:25:23,NA
"Janis, Andrew",70W9240U,2019-03-31 21:49:29,NA
"Steely, Dana",22Q2024Y,2019-11-29 11:04:52,NA
"Nguyen, Il",12H3279G,2019-01-05 06:37:01,NA
"Lopez, Schiara",57X8831K,2019-07-12 20:06:07,NA
"Holeso, Xiao",78G5651K,2019-09-24 06:49:04,NA
"Cortez, Adrian",60U6765A,2019-05-29 08:58:42,NA
"Grass, Deion",83K8986I,2019-07-17 12:59:53,NA
"Petty, Elijah",95Y6053M,2019-07-09 18:01:30,NA
"Kellogg, Janay",01S6954Z,2019-11-15 19:12:04,NA
"Stoker, Mckenzi",57S2713U,2019-02-23 22:35:46,NA
"Pennel, Andrew",69V3678V,2019-02-17 13:11:59,NA
"Milburn, Daniel",30Q1888L,2019-01-24 16:02:10,NA
"Hayden, Chelsea",49E3234G,2019-10-07 17:10:05,NA
"Confer, Joshua",60X8329V,2019-01-26 18:11:38,NA
"Gage, Amy",95V4295M,2019-03-28 08:59:05,NA
"Earnest, Braedon",35L4122P,2019-08-21 19:31:21,NA
"Martin, T'Andra",75O1554E,2019-08-01 15:17:12,NA
"al-Ishmael, Fawqiyya",16K1307K,2019-08-09 01:56:31,NA
"al-Masri, Maleeka",15M9406P,2019-05-07 16:50:09,NA
"Young, David",81D3299U,2019-11-24 20:54:45,NA
"Mangels, Madison",58M9939Q,2019-05-28 07:33:11,NA
"Dagdagan, Anthony",60X7939Q,2019-01-26 05:20:46,NA
"Cunningham, Alexander",27B1436N,2019-04-10 17:47:05,NA
"al-Wahba, Amniyya",46G7400W,2019-03-31 16:14:12,NA
"Edwards, Shawnia",23B4640R,2019-07-10 01:58:50,NA
"Johnson, Melissa",40L9723J,2019-04-14 15:30:35,NA
"Palomera Partida, Adrian",36C3971A,2019-01-26 16:55:19,NA
"Shaheen, Taylor",45J8717J,2019-03-10 16:35:46,NA
"el-Mahfouz, Wajdiyya",68U2196O,2019-03-27 23:16:18,NA
"Le, Samuel",59Y8800T,2019-01-05 04:20:48,NA
"Stewart, Kateri",96N7939O,2019-05-10 15:48:27,NA
"Clark, Halley",11L4749X,2019-02-21 15:09:44,NA
"Villa, De'Ron",57M8594G,2019-03-15 22:50:52,NA
"Mandujano, Sebastian",13Z1512B,2019-04-25 05:21:55,NA
"Lund, Daniel",97B1233J,2019-08-03 05:39:54,NA
"Boggs, James",24J1895D,2019-08-23 04:58:35,NA
"Mcgowan, Alexandra",83B1069M,2019-02-20 13:33:43,NA
"Kwiat, Christian",28W9595N,2019-03-28 14:49:20,NA
"Berhane, Jade",18P3952N,2019-06-07 02:11:34,NA
"Kailasam, Sana",28T8555Y,2019-09-29 17:47:56,NA
"Mccowan-Voker, Patricia",14W4058H,2019-02-25 10:43:13,NA
"Lieu, Lindsay",18H8625H,2019-03-24 02:14:56,NA
"Maddux, Wyatt",71R2109X,2019-11-08 10:09:12,NA
"al-Ahsan, Shaheera",38D1388L,2019-04-12 02:14:15,NA
"Anderson, Lee Anna",25X0341G,2019-03-21 13:30:43,NA
"Yoshimura, Yash",98B7344K,2019-01-15 04:24:05,NA
"Anthony, Jordan",30O4007M,2019-11-18 15:03:37,NA
"el-Shaban, Farhaana",51O5109B,2019-02-11 11:31:13,NA
"el-Sadiq, Daif",58N4663D,2019-03-03 19:43:58,NA
"Washington, Ryan",99V7944X,2019-04-09 12:07:41,NA
"Upadhyay, De Ying",91D0415I,2019-09-02 22:20:18,NA
"Joe, Alyvia",88T3381R,2019-01-11 18:20:57,NA
"Huner, Mia",66C0101G,2019-01-11 21:06:43,NA
"el-Abood, Kaatima",53O0800F,2019-02-24 02:48:49,NA
"Brady, Michael",72N5215Y,2019-09-12 03:24:25,NA
"el-Yousuf, Mudrik",47J7950P,2019-12-30 19:50:48,NA
"Fresquez, Chazz",66V8851O,2019-04-10 04:43:53,NA
"Derr, Breeanna",76E8997N,2019-07-11 14:40:06,NA
