name,pin,joined,scope_of_practice,work_setting,employment_type,is_this_their_current_practice,employer_postcode,organisation_name,organisation_country
"Thompson Williams, Zeguy",30K7360E,2019-05-23 17:01:04,Direct clinical care or management – mental health nursing,Private domestic setting,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Scotland
"el-Afzal, Khaleefa",96W0629G,2019-07-15 03:55:35,Direct clinical care or management – health visiting,Insurance or legal,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"Craig, Oscar",35B5947T,2019-07-13 20:23:00,Direct clinical care or management – occupational health,Consultancy,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Wales
"Kumar, Steven",40I9005L,2019-10-05 17:04:56,Direct clinical care or management – occupational health,Hospital or other secondary care,Volunteering,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Mcilhone O'Hara, Johnny",29Q3773E,2019-08-30 06:38:42,Direct clinical care or management – other,Other,Volunteering,TRUE,testpostcode1,Test organisation 1,England
"Hutchinson, Cassandra",25Y1276V,2019-08-06 05:59:00,Policy,Ambulance service,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Wales
"Nguyen, Andy",06F9894G,2019-01-10 04:18:40,Direct clinical care or management – health visiting,Hospital or other secondary care,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Singh, Alonzo",11Z5517Y,2019-09-03 18:58:48,Direct clinical care or management – school nursing,GP practice or other primary care,Self employed,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"al-Hashem, Shafee'a",96S5088F,2019-08-09 16:10:12,Quality assurance or inspection,Inspectorate or regulator,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Outside UK
"Chavez, Dilan",65T4704C,2019-11-10 13:43:34,Direct clinical care or management – public health,Military,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,England
"Hart III, Tanner",29H5261N,2019-04-07 01:00:59,Direct clinical care or management – other,Public health organisation,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Scotland
"el-Azam, Ya'eesh",92V4924T,2019-04-28 11:50:04,Direct clinical care or management – school nursing,Ambulance service,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"Luna, Phillip",49W9165V,2019-07-29 22:36:17,Direct clinical care or management – school nursing,Military,Self employed,FALSE,testpostcode1,Test organisation 1,Outside UK
"Hwang, Nguyet",25M3548U,2019-12-14 11:21:15,Education,GP practice or other primary care,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Wales
"Ospina, Marco",81U1563P,2019-05-16 01:32:08,Education,Telephone or e-health advice,Volunteering,FALSE,testpostcode2,Test organisation 1,Scotland
"Engstrom, Jacob",72R4876G,2019-01-10 20:02:18,Research,School,Self employed,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Mcdowell, Ryan",22M4399P,2019-02-21 21:23:54,Direct clinical care or management – occupational health,Inspectorate or regulator,Self employed,FALSE,testpostcode2,Test organisation 2,Scotland
"Nissan, Kelcy",52E2608T,2019-12-09 19:28:45,Education,Military,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Wales
"Tita, Stanlon",45I9238P,2019-10-03 17:14:49,Education,GP practice or other primary care,Self employed,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Clay, Madalyn",24V6738B,2019-08-15 17:13:39,Commissioning,Other,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Jacquez, Daniel",52W3174Y,2019-01-28 22:00:38,Direct clinical care or management – children’s and neo-natal nursing,Hospital or other secondary care,Volunteering,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Sharma, So Min",70K1514C,2019-11-11 14:25:21,Direct clinical care or management – midwifery,Ambulance service,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Nguyen, Meilani",74P2097Q,2019-08-25 14:47:27,Education,Inspectorate or regulator,Self employed,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Velazquez, Jordan",23F1526V,2019-01-01 08:12:05,Commissioning,Specialist or other tertiary care including hospice,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Wales
"Myers, Brooke",36I0529Z,2019-10-14 11:03:15,Commissioning,Other,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Adan, Tekia",20V7857W,2019-02-25 02:48:42,Other,Occupational health,Self employed,TRUE,testpostcode2,Test organisation 2,Wales
"el-Saladin, Jafar",98R8535W,2019-05-07 06:45:44,Direct clinical care or management – children’s and neo-natal nursing,School,Volunteering,TRUE,testpostcode1,Test organisation 1,Wales
"Bertsch, Kelsi",49B9276X,2019-08-18 02:03:55,Other,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Wales
"el-Dar, Muslih",71X7789R,2019-08-12 15:58:30,Quality assurance or inspection,Military,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Wales
"Lucero, Jalen",14C5333W,2019-11-01 15:32:59,Direct clinical care or management – school nursing,Policy organisation,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"al-Latif, Jaabir",12L3894K,2019-01-06 01:26:26,Direct clinical care or management – mental health nursing,Occupational health,Volunteering,TRUE,testpostcode2,Test organisation 1,Scotland
"Lovan, Sierra",69B2152J,2019-11-02 04:30:48,Research,School,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Scotland
"Luqman, Orville",77C2132D,2019-04-10 01:40:51,Commissioning,Military,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Nichols, Jordyn Andrew",78F2132V,2019-07-18 21:02:23,Direct clinical care or management – children’s and neo-natal nursing,Consultancy,Self employed,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Wilcox, Miles",41Q6605N,2019-09-06 15:14:47,Other,Other,Volunteering,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Nguyen, Kimberly",27K1002E,2019-10-31 13:57:36,Education,Prison,Volunteering,FALSE,testpostcode1,Test organisation 2,Wales
"el-Basa, Hadeel",75T5228B,2019-08-05 09:57:15,Direct clinical care or management – children’s and neo-natal nursing,University or other research facility,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Wales
"Greene, Tyler",69X1545E,2019-12-08 16:48:55,Direct clinical care or management – other,Hospital or other secondary care,Self employed,TRUE,testpostcode1,Test organisation 2,Scotland
"Mares, Melanie",18B5113N,2019-10-14 05:46:55,Direct clinical care or management – public health,Occupational health,Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"Bell, Jessica",53Q5138H,2019-01-11 11:32:26,Policy,Occupational health,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Scotland
"Sanchez, Jared",70O1952F,2019-01-03 13:09:12,Direct clinical care or management – mental health nursing,Prison,Volunteering,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Golnick, Curtis",36P7773C,2019-12-04 12:07:34,Commissioning,School,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"Blocker, Edgar",75L8375I,2019-03-19 08:13:58,Direct clinical care or management – other,Insurance or legal,Volunteering,TRUE,testpostcode1,Test organisation 2,Scotland
"el-Bashir, Sadoon",43Q1067L,2019-04-07 20:50:42,Direct clinical care or management – school nursing,Voluntary or charity sector,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Wales
"Fischer, Amaihah",70O4375T,2019-03-25 17:14:32,Direct clinical care or management – adult and general care nursing,Police,Self employed,FALSE,testpostcode1,Test organisation 2,Outside UK
"Palizzi, Clayton",11P1284P,2019-07-04 21:06:27,Direct clinical care or management – public health,Police,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Horton, Linh",44H8171U,2019-02-23 00:16:57,Direct clinical care or management – public health,"Community setting, including district nursing and community psychiatric nursing",Self employed,TRUE,testpostcode1,Test organisation 1,Wales
"Penry, Hailey",57G5872F,2019-07-30 20:27:00,Policy,Maternity unit or birth centre,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Outside UK
"Milburn, Daniel",40Z6563N,2019-07-05 13:10:11,Research,Prison,Self employed,FALSE,testpostcode2,Test organisation 1,Outside UK
"Reynolds, Anthony",89O4111W,2019-11-03 01:24:01,Quality assurance or inspection,Trade union or professional body,Volunteering,TRUE,testpostcode1,Test organisation 1,Outside UK
"Gomez, Silvia",86P7684R,2019-11-02 14:20:35,Direct clinical care or management – adult and general care nursing,Specialist or other tertiary care including hospice,Self employed,FALSE,testpostcode2,Test organisation 1,Scotland
"al-Rahaman, Khawla",92F7688O,2019-09-10 19:16:39,Direct clinical care or management – other,Police,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Outside UK
"Smith, Amanda",50L8930M,2019-09-20 00:23:00,Direct clinical care or management – mental health nursing,Governing body or other leadership,Self employed,TRUE,testpostcode2,Test organisation 2,Wales
"Cave, Stacy",11A5950N,2019-07-15 01:16:48,Policy,Insurance or legal,Self employed,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Merritt, Staylen",60H1905B,2019-08-01 16:17:17,Direct clinical care or management – mental health nursing,Military,Self employed,TRUE,testpostcode2,Test organisation 1,Scotland
"al-Baccus, Faheem",95V4923W,2019-05-30 20:24:27,Research,Voluntary or charity sector,Volunteering,TRUE,testpostcode1,Test organisation 1,Wales
"Nguyen, Binyu",08D7148Z,2019-06-07 22:48:55,Direct clinical care or management – other,Inspectorate or regulator,Self employed,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Harmon, Karalyssa",92W8753M,2019-09-19 21:08:43,Commissioning,Police,Volunteering,TRUE,testpostcode1,Test organisation 1,Wales
"Haro Tranquilino, Khalile",09D2178E,2019-11-22 05:14:40,Education,Trade union or professional body,Employed via an agency,TRUE,testpostcode2,Test organisation 1,England
"al-Mahdavi, Musfira",43N4537L,2019-03-17 14:24:40,Education,Occupational health,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Wales
"Chum, Tina",63J4192R,2019-01-24 19:45:34,Direct clinical care or management – children’s and neo-natal nursing,GP practice or other primary care,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"Yeung, Jin",93Q3947K,2019-03-23 11:12:45,Commissioning,Ambulance service,Self employed,FALSE,testpostcode2,Test organisation 1,Outside UK
"Burrola-Caro, Destiny",89E5661Z,2019-02-10 00:25:06,Direct clinical care or management – other,"Community setting, including district nursing and community psychiatric nursing",Self employed,TRUE,testpostcode1,Test organisation 1,Wales
"Jones, Dominique",70T3132T,2019-06-28 17:00:19,Quality assurance or inspection,Prison,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Karki, Keiko",93P7985B,2019-07-14 22:26:02,Direct clinical care or management – adult and general care nursing,GP practice or other primary care,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Scotland
"Stogdill, Christopher",70J9332T,2019-12-22 16:35:10,Direct clinical care or management – occupational health,Specialist or other tertiary care including hospice,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Kang, Sharah",75L8375I,2019-06-13 14:57:52,Direct clinical care or management – children’s and neo-natal nursing,Insurance or legal,Employed via an agency,TRUE,testpostcode2,Test organisation 2,England
"Michaelis, Rachel",99G0598D,2019-10-26 08:21:10,Education,Inspectorate or regulator,Volunteering,TRUE,testpostcode1,Test organisation 2,Outside UK
"al-Lodi, Shafee'a",06W2821B,2019-02-03 15:28:59,Other,Ambulance service,Self employed,FALSE,testpostcode2,Test organisation 2,Wales
"Mares, Shelby",68L3563A,2019-10-09 20:14:23,Policy,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Scotland
"Palomera Partida, Adrian",81F1539W,2019-03-22 07:15:52,Quality assurance or inspection,Private domestic setting,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Wales
"Sanchez, Joseph",23J6775H,2019-03-09 00:21:49,Direct clinical care or management – school nursing,Cosmetic or aesthetic sector,Employed via an agency,TRUE,testpostcode2,Test organisation 1,England
"Wildman, Camron",17Y7983O,2019-06-02 10:47:47,Direct clinical care or management – health visiting,Policy organisation,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Franklin-Douglas, Malik",52F9353T,2019-12-18 03:37:55,Research,School,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Wales
"Espinoza, Tamara",13S0810X,2019-01-12 15:43:00,Direct clinical care or management – adult and general care nursing,University or other research facility,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Lopez-Rodriguez, Erica",09E4479V,2019-02-01 06:05:33,Direct clinical care or management – midwifery,Maternity unit or birth centre,Volunteering,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"West, Ariel",86D8351I,2019-05-28 18:18:19,Direct clinical care or management – occupational health,Maternity unit or birth centre,Self employed,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Valdez, Carlos",14V2222C,2019-10-17 15:38:35,Direct clinical care or management – mental health nursing,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Dudash, Amber",73C7785T,2019-06-05 03:11:55,Other,GP practice or other primary care,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Outside UK
"Johnson, Dominque",69P2625K,2019-03-19 23:43:45,Direct clinical care or management – school nursing,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
